"id","url","title","description","upload_date","channel","channel_id","duration","content_type","has_captions","caption_file_paths","sources","info_file_paths"
"SMZEWt84T0w","https://www.youtube.com/watch?v=SMZEWt84T0w","📍4043 Aerie Street | Salado Texas | 4 Bedrooms | 2.5 Bathrooms | 2,476 sf | Half Acre","If you're interested in this home or any other home that's for sale you can call, text, or email me for more information - 

254-251-5440
Albertolopez@usa.com
Realtor with Hacienda Texas Realty

🏠 Website
https://www.alberto.lopezhouses.com

#fortcavazos #ftcavazos #texashouses #centraltexas #pcs #houseforsale","2024-10-15","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","72","video","true","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241015_SMZEWt84T0w.en.json3","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241015_SMZEWt84T0w.info.json"
"t3UR-_bpO5I","https://www.youtube.com/watch?v=t3UR-_bpO5I","📍2049 Stillwell St | Nolanville | 4 Bedrooms | 2 Bathrooms | 1,690 sf","🚨 If you're interested in this home or any other home that's for sale you can call, text, or email me for more information 

- 254-251-5440
Albertolopez@usa.com
Realtor with Hacienda Texas Realty

🏠 Website

https://www.alberto.lopezhouses.com

#fortcavazos #ftcavazos #texashouses #centraltexas #pcs #houseforsale","2024-10-26","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","92","video","true","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241026_t3UR-_bpO5I.en.json3","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241026_t3UR-_bpO5I.info.json"
"0c9MXHFq18w","https://www.youtube.com/watch?v=0c9MXHFq18w","📍318 Walking Stick Dr | Nolanville zero HOA | 4 Bedrooms | 2 Bathrooms | 1,996 sf 1/4 acre lot","🚨 If you're interested in this home or any other home that's for sale you can call, text, or email me for more information - 

254-251-5440
Albertolopez@usa.com
Realtor with Hacienda Texas Realty

🏠 Website
https://www.alberto.lopezhouses.com

#fortcavazos #ftcavazos #texashouses #centraltexas #pcs #houseforsale","2024-10-27","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","103","video","true","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241027_0c9MXHFq18w.en.json3","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241027_0c9MXHFq18w.info.json"
"ak1nTi4QqNE","https://www.youtube.com/watch?v=ak1nTi4QqNE","📍2072 Stillwell St | Nolanville | 4 Bedrooms | 2 Bathrooms | 1,811 sf","🚨 If you're interested in this home or any other home that's for sale you can call, text, or email me for more information - 

254-251-5440
Albertolopez@usa.com
Realtor with Hacienda Texas Realty

🏠 Website
https://www.alberto.lopezhouses.com

#fortcavazos #ftcavazos #texashouses #centraltexas #pcs #houseforsale","2024-10-27","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","74","video","true","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241027_ak1nTi4QqNE.en.json3","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241027_ak1nTi4QqNE.info.json"
"pUCGQW7gnh0","https://www.youtube.com/watch?v=pUCGQW7gnh0","D R Horton Rekeying Steps","","2024-10-27","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","49","short","true","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241027_pUCGQW7gnh0.en.json3","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241027_pUCGQW7gnh0.info.json"
"Qz1ynLFc-Kg","https://www.youtube.com/watch?v=Qz1ynLFc-Kg","📍1746 Horatio St | Nolanville | 4 Bedrooms | 2 Bathrooms | 1,783 sf","🚨 If you're interested in this home or any other home that's for sale you can call, text, or email me for more information - 

254-251-5440
Albertolopez@usa.com
Realtor with Hacienda Texas Realty

🏠 Website
https://www.alberto.lopezhouses.com

#fortcavazos #ftcavazos #texashouses #centraltexas #pcs #houseforsale","2024-10-27","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","46","short","false","","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241027_Qz1ynLFc-Kg.info.json"
"v-KG9k_fvj0","https://www.youtube.com/watch?v=v-KG9k_fvj0","📍2077 Mercer St | Nolanville | 4 Bedrooms | 2 Bathrooms | 1,956 sf","🚨 If you're interested in this home or any other home that's for sale you can call, text, or email me for more information - 

254-251-5440
Albertolopez@usa.com
Realtor with Hacienda Texas Realty

🏠 Website
https://www.alberto.lopezhouses.com

#fortcavazos #ftcavazos #texashouses #centraltexas #pcs #houseforsale","2024-10-27","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","84","video","true","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241027_v-KG9k_fvj0.en.json3","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241027_v-KG9k_fvj0.info.json"
"x-Xg8rYI1kA","https://www.youtube.com/watch?v=x-Xg8rYI1kA","📍2089 Stillwell St | Nolanville | 5 Bedrooms | 2.5 Bathrooms | 1,976 sf","If you're interested in this home or any other home that's for sale you can call, text, or email me for more information - 
254-251-5440
Albertolopez@usa.com
Realtor with Hacienda Texas Realty

🏠 Website
https://www.alberto.lopezhouses.com

#fortcavazos #ftcavazos #texashouses #centraltexas #pcs #houseforsale","2024-10-27","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","64","video","true","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241027_x-Xg8rYI1kA.en.json3","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241027_x-Xg8rYI1kA.info.json"
"dUJ8P7dcZ-s","https://www.youtube.com/watch?v=dUJ8P7dcZ-s","📍7310 Caladium Dr. | Temple Tx | 4 Beds | 2 Baths | Move-In Ready","🚨 If you're interested in this home or any other home that's for sale you can call, text, or email me for more information - 

254-251-5440
Albertolopez@usa.com
Realtor with Hacienda Texas Realty

🏠 Websitehttps:
//www.alberto.lopezhouses.com

#fortcavazos #ftcavazos #texashouses #centraltexas #pcs #houseforsale","2024-11-09","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","87","video","true","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241109_dUJ8P7dcZ-s.en.json3","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241109_dUJ8P7dcZ-s.info.json"
"7SXxW_dlxl4","https://www.youtube.com/watch?v=7SXxW_dlxl4","📍1116 Carnaby Dr | Temple | 4 Bedrooms | 2 Bathrooms | 2,255 sf","🚨 If you're interested in this home or any other home that's for sale you can call, text, or email me for more information - 

254-251-5440
Albertolopez@usa.com
Realtor with Hacienda Texas Realty

🏠 Websitehttps:
//www.alberto.lopezhouses.com

#fortcavazos #ftcavazos #texashouses #centraltexas #pcs #houseforsale","2024-11-19","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","95","video","false","","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241119_7SXxW_dlxl4.info.json"
"1zjlxmkiaEY","https://www.youtube.com/watch?v=1zjlxmkiaEY","🚨 The Eastgate Floorplan in Belton | 4 Bedrooms | 3 Full Bathrooms | 1,898 sf","🚨 If you're interested in this home or any other home that's for sale you can call, text, or email me for more information - 

254-251-5440
Albertolopez@usa.com
Realtor with Hacienda Texas Realty

🏠 Websitehttps:
//www.alberto.lopezhouses.com

#fortcavazos #ftcavazos #texashouses #centraltexas #pcs #houseforsale","2024-12-03","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","99","video","false","","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241203_1zjlxmkiaEY.info.json"
"YnLBixM9zsw","https://www.youtube.com/watch?v=YnLBixM9zsw","📍7916 Smoke Creek Lane | Temple Tx | 3 Bedrooms | 2 Bathrooms | 1,320 sf","🚨 If you're interested in this home or any other home that's for sale you can call, text, or email me for more information - 

254-251-5440
Albertolopez@usa.com
Realtor with Hacienda Texas Realty

🏠 Website
https://www.alberto.lopezhouses.com

#fortcavazos #ftcavazos #texashouses #centraltexas #pcs #houseforsale","2024-12-06","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","73","video","true","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241206_YnLBixM9zsw.en.json3","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241206_YnLBixM9zsw.info.json"
"YkzaqiOGN9s","https://www.youtube.com/watch?v=YkzaqiOGN9s","📍401 Minnie J Lp | Copperas Cove | 3 Bedrooms | 2 Bathrooms | 1,508 sf | 3 Car Garage","✅✅Schedule a Showing✅✅
⚠Best way to reach me is through ☎Phone or direct message⬅
We have access to EVERY home on the market 📈 Let us know what you are 👀 looking for so we can help narrow🕵️‍♂️ your search!

✅✅Programa una visita✅✅
La mejor manera de comunicarse con nosotros es a través de ☎Phone o mensaje privado ⬅
Tenemos acceso a CADA hogar en el mercado📈 ¡Háganos saber lo que está 👀buscando para que podamos ayudarlo a reducir🕵️‍♂️ su búsqueda!


254-251-5440
Albertolopez@usa.com
Realtor with Hacienda Texas Realty

🏠 Website
alberto.lopezhouses.com

#fortcavazos #ftcavazos #texashouses #centraltexas #pcs #houseforsale #killeen #forthood #fthood #forsale #homesforsale #harkerheights #copperascove #temple #salado","2024-12-09","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","93","video","true","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241209_YkzaqiOGN9s.en.json3","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241209_YkzaqiOGN9s.info.json"
"vJ_FDk5PoN4","https://www.youtube.com/watch?v=vJ_FDk5PoN4","📍337 Minnie J Loop | Copperas Cove | 3 Bedrooms 2 Bathrooms 1,370 sf | 3 Car Garage |","🚨 If you're interested in this home or any other home that's for sale you can call, text, or email me for more information - 

254-251-5440
Albertolopez@usa.com
Realtor with Hacienda Texas Realty

🏠 Website
https://www.alberto.lopezhouses.com

#fortcavazos #ftcavazos #texashouses #centraltexas #pcs #houseforsale","2024-12-11","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","71","video","true","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241211_vJ_FDk5PoN4.en.json3","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241211_vJ_FDk5PoN4.info.json"
"jGV6WZpjOqs","https://www.youtube.com/watch?v=jGV6WZpjOqs","📍 113 Hugh Dr. | Killeen | Turnbo Ranch | 4 Bedrooms | 2 Bathrooms | 1,873 sf","🚨 If you're interested in this home or any other home that's for sale you can call, text, or email me for more information - 

254-251-5440
Albertolopez@usa.com
Realtor with Hacienda Texas Realty

🏠 Website
https://www.alberto.lopezhouses.com

#fortcavazos #ftcavazos #texashouses #centraltexas #pcs #houseforsale","2024-12-18","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","101","video","true","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241218_jGV6WZpjOqs.en.json3","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241218_jGV6WZpjOqs.info.json"
"htioDAWswpE","https://www.youtube.com/watch?v=htioDAWswpE","📍177 Hugh Dr. | Killeen 76542 | Turnbo Ranch | 3 Bedrooms | 2 Bathrooms | 1,263 sf","🚨 If you're interested in this home or any other home that's for sale you can call, text, or email me for more information - 

254-251-5440
Albertolopez@usa.com
Realtor with Hacienda Texas Realty

🏠 Website
https://www.alberto.lopezhouses.com

#fortcavazos #ftcavazos #texashouses #centraltexas #pcs #houseforsale","2024-12-19","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","140","video","false","","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241219_htioDAWswpE.info.json"
"NPh89Rn6bms","https://www.youtube.com/watch?v=NPh89Rn6bms","📍129 Hugh Dr. | Turnbo Ranch | 4 Bedrooms | 2 Bathrooms | 1,665 sf","🚨 If you're interested in this home or any other home that's for sale you can call, text, or email me for more information - 

254-251-5440Albertolopez@usa.com
Realtor with Hacienda Texas Realty

🏠 Websitehttps://www.alberto.lopezhouses.com

#fortcavazos #ftcavazos #texashouses #centraltexas #pcs #houseforsale","2024-12-22","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","187","video","true","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241222_NPh89Rn6bms.en.json3","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241222_NPh89Rn6bms.info.json"
"ziFQRUA9epE","https://www.youtube.com/watch?v=ziFQRUA9epE","The Ashburn floorplan built by D R Horton | 3 Bedrooms | 2 Bathrooms | 1,263 sf","","2024-12-22","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","65","video","false","","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241222_ziFQRUA9epE.info.json"
"l1N-K3H_LWo","https://www.youtube.com/watch?v=l1N-K3H_LWo","📍177 Hugh Dr. Killeen Turnbo Ranch | 3 Bedrooms | 2 Bathrooms | 1,263 sf | Move-In Ready","🚨 If you're interested in this home or any other home that's for sale you can call, text, or email me for more information - 

254-251-5440Albertolopez@usa.com
Realtor with Hacienda Texas Realty

🏠 Websitehttps://www.alberto.lopezhouses.com

#fortcavazos #ftcavazos #texashouses #centraltexas #pcs #houseforsale","2024-12-27","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","140","video","false","","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20241227_l1N-K3H_LWo.info.json"
"B4Si33VT1U8","https://www.youtube.com/watch?v=B4Si33VT1U8","📍5401 Hollow Ranch Court | Salado | 4 Bedrooms | 2.5 Bathrooms | Formal Dining Room | 2,369 sf","🚨 If you're interested in this home or any other home that's for sale call, text, or email me for more information - 

254-251-5440Albertolopez@usa.com
Realtor with Hacienda Texas Realty

🏠 Websitehttps://www.alberto.lopezhouses.com

#fortcavazos #ftcavazos #texashouses #centraltexas #pcs #houseforsale","2025-01-04","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","158","video","true","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20250104_B4Si33VT1U8.en.json3","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20250104_B4Si33VT1U8.info.json"
"htSlqLEBvys","https://www.youtube.com/watch?v=htSlqLEBvys","📍1211 Lexington Dr. | Copperas Cove| New Duplex For Sale | Zero HOA | 13 Mins to Fort Cavazos","","2025-01-12","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","95","video","false","","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20250112_htSlqLEBvys.info.json"
"MK5bqibZcvo","https://www.youtube.com/watch?v=MK5bqibZcvo","📍1211 Lexington Dr. | Copperas Cove | ✨️J Clark Homes","","2025-01-21","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","95","video","false","","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20250121_MK5bqibZcvo.info.json"
"iGeZHEUMB7Y","https://www.youtube.com/watch?v=iGeZHEUMB7Y","📍7716 Soapstone Court | 5 Bedrooms | 3 Bathrooms | Half Acre Lot!","","2025-01-23","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","89","video","true","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20250123_iGeZHEUMB7Y.en.json3","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20250123_iGeZHEUMB7Y.info.json"
"zvKhnCJ8TkI","https://www.youtube.com/watch?v=zvKhnCJ8TkI","📍1309 Ayham Trail | Belton West Canyon Trails| 5 Beds | 3.5 Baths | 2,898 sf","","2025-01-24","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","104","video","false","","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20250124_zvKhnCJ8TkI.info.json"
"RdYss58Kp9U","https://www.youtube.com/watch?v=RdYss58Kp9U","📍5302 Rose Garden | Killeen 76542 | 6 Bedrooms | 2 Bathrooms","🚨 If you're interested in this home or any other home that's for sale you can call, text, or email me for more information - 

254-251-5440
Albertolopez@usa.com

Realtor with Hacienda Texas Realty

🏠 Website
https://www.alberto.lopezhouses.com

#fortcavazos #ftcavazos #texashouses #centraltexas #pcs #houseforsale","2025-01-25","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","180","video","true","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20250125_RdYss58Kp9U.en.json3","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20250125_RdYss58Kp9U.info.json"
"kRxwQUBNmJo","https://www.youtube.com/watch?v=kRxwQUBNmJo","🚨 If you're interested in this home or any other home that's for sale you can call, text, or email","","2025-02-27","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","135","video","true","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20250227_kRxwQUBNmJo.en.json3","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20250227_kRxwQUBNmJo.info.json"
"WoU_tyeCvAc","https://www.youtube.com/watch?v=WoU_tyeCvAc","📍1247 Concord Dr | Copperas Cove | Freedom Ranch | 13 mins to base","","2025-03-10","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","207","video","false","","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20250310_WoU_tyeCvAc.info.json"
"7VkcrhAdYG0","https://www.youtube.com/watch?v=7VkcrhAdYG0","March 21, 2025","","2025-03-21","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","525","video","true","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20250321_7VkcrhAdYG0.en.json3","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20250321_7VkcrhAdYG0.info.json"
"23N_CoN2gPg","https://www.youtube.com/watch?v=23N_CoN2gPg","📍4991 Bella Charca | Nolanville Texas","🚨 If you're interested in this home or any other home that's for sale you can call, text, or email me for more information - 254-251-5440Albertolopez@usa.comRealtor with Hacienda Texas Realty🏠 Websitehttps://www.alberto.lopezhouses.com#fortcavazos #ftcavazos #texashouses #centraltexas #pcs #houseforsale","2025-03-23","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","185","video","true","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20250323_23N_CoN2gPg.en.json3","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20250323_23N_CoN2gPg.info.json"
"Rk4UwG-HjjE","https://www.youtube.com/watch?v=Rk4UwG-HjjE","2010 Cascade Dr. Killeen TX 76549 *Foreclosure","","2025-04-10","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","203","video","false","","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20250410_Rk4UwG-HjjE.info.json"
"cfvxH9SiiEk","https://www.youtube.com/watch?v=cfvxH9SiiEk","📍7949 Rock Crest Dr. | Temple Texas | Half Acre Lot","","2025-04-15","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","139","video","true","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20250415_cfvxH9SiiEk.en.json3","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20250415_cfvxH9SiiEk.info.json"
"ie8aags4dxs","https://www.youtube.com/watch?v=ie8aags4dxs","📍 918 Valley Dr. Copperas Cove | 3 bedrooms | 2 bathrooms | 1,828 sf","","2025-04-16","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","232","video","false","","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20250416_ie8aags4dxs.info.json"
"vjcDp3YDYa4","https://www.youtube.com/watch?v=vjcDp3YDYa4","Ashburn Floorplan","","2025-04-26","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","91","video","false","","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20250426_vjcDp3YDYa4.info.json"
"lSeDCYmRIEw","https://www.youtube.com/watch?v=lSeDCYmRIEw","Flintrock Duplex | The Preserve at Thousand Oaks | Killeen Texas","","2026-05-08","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","139","video","true","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20260508_lSeDCYmRIEw.en.json3","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20260508_lSeDCYmRIEw.info.json"
"0RBi280pn10","https://www.youtube.com/watch?v=0RBi280pn10","For Sale | New Construction | Copperas Cove Texas","","2026-05-13","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","180","video","true","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20260513_0RBi280pn10.en.json3","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20260513_0RBi280pn10.info.json"
"diZvRmOnb10","https://www.youtube.com/watch?v=diZvRmOnb10","Seabrook | floorplan | d r horton","","2026-05-14","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","101","video","true","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20260514_diZvRmOnb10.en.json3","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20260514_diZvRmOnb10.info.json"
"FouOqxiepGk","https://www.youtube.com/watch?v=FouOqxiepGk","texas cali | floorplan | d r horton","","2026-05-14","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","75","video","false","","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20260514_FouOqxiepGk.info.json"
"4AcCej-R-4E","https://www.youtube.com/watch?v=4AcCej-R-4E","350 Pathfinder Dr. Copperas Cove Freedom Ranch","","2026-05-16","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","138","video","false","","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20260516_4AcCej-R-4E.info.json"
"u6IRUkgrbqo","https://www.youtube.com/watch?v=u6IRUkgrbqo","Saratoga home for Sale | Killeen Texas | 5 Beds | 4 Full Baths | 3,105 sf","","2026-05-17","Alberto Lopez Realtor","UCMDuSkrGqJn-qnLynaC60jQ","180","video","false","","root","raw/authenticated-root/UCMDuSkrGqJn-qnLynaC60jQ/20260517_u6IRUkgrbqo.info.json"
